,Variables,Norms
0,W,0.0
1,Z,0.0
2,V,0.0
3,Vtilde,0.0
4,logXiE,10.268895998734063
5,logXiH,9.606482811747744
6,XiE,3.2741966936264872
7,XiH,1.875718416556674
8,kappa,0.14193299408312493
9,q,0.1485731262198444
10,sigmaK,0.0
11,sigmaZ,0.0
12,sigmaVtilde,0.0
13,muK,0.041946617064391664
14,muZ,0.0
15,muVtilde,0.0
16,chi,1.2171791984361697
17,sigmaW,0.053535415110309716
18,sigmaQ,0.12042304267849499
19,sigmaR,0.12042304267849499
20,deltaE,0.9512914472148473
21,deltaH,0.19107682589399078
22,PiH,24.381681322171108
23,PiE,1.169303965112137
24,betaE,2.799435709313486
25,betaH,0.14821085735539127
26,muW,0.7077954090443389
27,muQ,11.71057910471833
28,r,11.674897746046199
29,dent,0.0006044158769548845
30,Fe,14.604009708789173
31,firstCoefsE,0.7077954090443389
32,secondCoefsE,0.0013037471402188947
33,Fh,36.8328841944731
34,firstCoefsH,0.2406767461758957
35,secondCoefsH,0.0013037471402188947
36,HJB_E,6.282823062662459
37,HJB_H,4.083702723313677
38,kappa_min,0.01709827430343246
