,Variables,Norms
0,W,0.0
1,Z,0.0
2,V,0.0
3,Vtilde,0.0
4,logXiE,4.231451205306948
5,logXiH,2.906651993460981
6,XiE,2.0916494157883413e-05
7,XiH,6.9541201021196285e-06
8,kappa,1.8199767664197353
9,q,0.23738827388083555
10,sigmaK,0.0
11,sigmaZ,0.0
12,sigmaVtilde,0.0
13,muK,0.06508258883306615
14,muZ,0.0
15,muVtilde,0.0
16,chi,0.0
17,sigmaW,0.18704198020008275
18,sigmaQ,0.39304778800437873
19,sigmaR,0.39304778800437873
20,deltaE,0.8941628296363702
21,deltaH,0.8962701816427183
22,PiH,0.3184484767026406
23,PiE,3.648562388730859
24,betaE,43.60572911421226
25,betaH,2.633537259534954
26,muW,0.1645118124759092
27,muQ,140.7101810824822
28,r,140.52233091793047
29,dent,0.0012078186626902257
30,Fe,141.84127276717624
31,firstCoefsE,0.1645118124759093
32,secondCoefsE,0.007273390322634054
33,Fh,140.5387272772468
34,firstCoefsH,0.1645118124759093
35,secondCoefsH,0.007273390322634054
36,HJB_E,16.563693167021125
37,HJB_H,15.410661980699189
38,kappa_min,0.06631230870052658
