,Variables,Norms
0,W,0.0
1,Z,0.0
2,V,0.0
3,Vtilde,0.0
4,logXiE,9.85668835315769
5,logXiH,11.483407834298308
6,XiE,3.5720666990458336
7,XiH,2.266933125820458
8,kappa,0.06659268691934787
9,q,0.2412758500927789
10,sigmaK,0.0
11,sigmaZ,0.0
12,sigmaVtilde,0.0
13,muK,0.06308124210958842
14,muZ,0.0
15,muVtilde,0.0
16,chi,3.5856731258143464
17,sigmaW,0.22099677878434404
18,sigmaQ,1.1090199174568278
19,sigmaR,1.1090199174568278
20,deltaE,1.8309349775929238
21,deltaH,0.36843454550666827
22,PiH,49.17489212403173
23,PiE,14.63881168393865
24,betaE,7.160919852502945
25,betaH,0.06734367091816043
26,muW,1.1451804865730828
27,muQ,47.0862302185913
28,r,46.63054924749138
29,dent,0.0018629176326512642
30,Fe,66.85904293096728
31,firstCoefsE,1.2237317398698269
32,secondCoefsE,0.003844749170304758
33,Fh,55.22870708154227
34,firstCoefsH,0.3099228577457016
35,secondCoefsH,0.003844749170304758
36,HJB_E,4.799646008925003
37,HJB_H,7.383387273083576
38,kappa_min,0.013382318263130698
