,Variables,Norms
0,W,0.0
1,Z,0.0
2,V,0.0
3,Vtilde,0.0
4,logXiE,17.154023859478077
5,logXiH,8.899247234400788
6,XiE,0.4078178235871449
7,XiH,0.03658145765561265
8,kappa,1.4900262178031198
9,q,0.1943512458004067
10,sigmaK,0.0
11,sigmaZ,0.0
12,sigmaVtilde,0.0
13,muK,0.05260513804794947
14,muZ,0.0
15,muVtilde,0.0
16,chi,0.5132510788213323
17,sigmaW,2.339143254243976
18,sigmaQ,8.080660417337423
19,sigmaR,8.080660417337423
20,deltaE,643.9794004063602
21,deltaH,321.99088389559694
22,PiH,33.121784192962295
23,PiE,197.98808763598697
24,betaE,34.18719144165885
25,betaH,1.561664762127907
26,muW,187.8994079374602
27,muQ,669.8651529030944
28,r,248.24730259740883
29,dent,0.00024616297308507613
30,Fe,10102.909123882293
31,firstCoefsE,187.89940793746024
32,secondCoefsE,0.9618342765103267
33,Fh,311.30210421699144
34,firstCoefsH,168.9719688125225
35,secondCoefsH,0.9618342765103267
36,HJB_E,4890.580816314775
37,HJB_H,279.01869771213745
38,kappa_min,6.514689367722485
