,Variables,Norms
0,W,0.0
1,Z,0.0
2,V,0.0
3,Vtilde,0.0
4,logXiE,9.187672353378872
5,logXiH,14.509110884934774
6,XiE,2.465390680136273
7,XiH,1.4724881491974642
8,kappa,3.0828368483439146
9,q,0.04021091541318056
10,sigmaK,0.0
11,sigmaZ,0.0
12,sigmaVtilde,0.0
13,muK,0.010878427137840414
14,muZ,0.0
15,muVtilde,0.0
16,chi,1.2161883888976235e-15
17,sigmaW,0.025609679382549398
18,sigmaQ,0.018820071635229137
19,sigmaR,0.018820071635229148
20,deltaE,0.40726203706968467
21,deltaH,0.08147389007410477
22,PiH,0.03081908642548837
23,PiE,1.3784153802070171
24,betaE,31.803089227770197
25,betaH,3.1678404251897923
26,muW,0.036285418397127345
27,muQ,2.860194611989496
28,r,2.8484543180650994
29,dent,1.124526969655732e-06
30,Fe,3.7479665178499006
31,firstCoefsE,0.03628541839712745
32,secondCoefsE,0.00014176163257950927
33,Fh,2.9455292747992905
34,firstCoefsH,0.03628541839712745
35,secondCoefsH,0.0001417616325795092
36,HJB_E,2.7080496352011796
37,HJB_H,3.5596463703720174
38,kappa_min,0.019874513874862207
