,Variables,Norms
0,W,0.0
1,Z,0.0
2,V,0.0
3,Vtilde,0.0
4,logXiE,9.877203714379489
5,logXiH,28.021198971478487
6,XiE,3.1486444839455583
7,XiH,2.112546500413664
8,kappa,0.22274591092100818
9,q,0.639336415427754
10,sigmaK,0.0
11,sigmaZ,0.0
12,sigmaVtilde,0.0
13,muK,0.1660590367275599
14,muZ,0.0
15,muVtilde,0.0
16,chi,1.272707262909924
17,sigmaW,0.05193586976469445
18,sigmaQ,0.15288479699582846
19,sigmaR,0.15288479699582846
20,deltaE,0.956680104732603
21,deltaH,0.19255586597276125
22,PiH,25.22401631878604
23,PiE,1.6306628311593252
24,betaE,4.530068698399623
25,betaH,0.22607239172192817
26,muW,0.7519771985154283
27,muQ,15.304604044188164
28,r,15.284746292550897
29,dent,0.0010195098116566517
30,Fe,17.26681090919665
31,firstCoefsE,0.7519771985154281
32,secondCoefsE,0.001122706978168911
33,Fh,38.807279272592346
34,firstCoefsH,0.2555794601691233
35,secondCoefsH,0.001122706978168911
36,HJB_E,6.042104494354076
37,HJB_H,7.172209639195654
38,kappa_min,0.013170340011096366
