,Variables,Norms
0,W,0.0
1,Z,0.0
2,V,0.0
3,Vtilde,0.0
4,logXiE,10.437283805298899
5,logXiH,8.13914243209799
6,XiE,1.341456402712383
7,XiH,0.3119423093016364
8,kappa,0.8537890994336517
9,q,0.680379543209902
10,sigmaK,0.0
11,sigmaZ,0.0
12,sigmaVtilde,0.0
13,muK,0.2413375768699066
14,muZ,0.0
15,muVtilde,0.0
16,chi,0.5566913548984648
17,sigmaW,0.3937203321253948
18,sigmaQ,1.1549184322798411
19,sigmaR,1.1549184322798411
20,deltaE,10.261538845446646
21,deltaH,5.132797453238247
22,PiH,18.57851733209824
23,PiE,18.337671502084127
24,betaE,32.88005855160304
25,betaH,1.0557241566996962
26,muW,3.4866305499839623
27,muQ,18.907254461084474
28,r,19.92161125690812
29,dent,0.0010617990360880989
30,Fe,88.96697720837908
31,firstCoefsE,3.4866305499839627
32,secondCoefsE,0.036138071445562664
33,Fh,28.942660085951797
34,firstCoefsH,3.2000726545402673
35,secondCoefsH,0.036138071445562664
36,HJB_E,49.001722525049146
37,HJB_H,7.780655659451725
38,kappa_min,0.21308797880035885
